,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
5462,7885208,25601350,Entire home/apt,,,0,,,4.0,6.0,4500.0,3.0,25.791468,-80.154045,2016-02-13 01:58:03.422768
5463,7885254,25601350,Entire home/apt,,,0,,,5.0,5.0,2500.0,3.0,25.855026,-80.228917,2016-02-12 21:10:16.807050
5464,7885548,22880300,Entire home/apt,,,0,,,3.0,2.0,249.0,3.0,25.791813,-80.186025,2016-02-12 21:27:01.745199
5465,7886937,41579167,Entire home/apt,,,23,4.5,,3.0,3.0,195.0,2.0,25.77865,-80.139558,2016-02-13 01:38:40.135803
5466,7887036,38184279,Entire home/apt,,,17,4.0,4.0,1.0,1.0,75.0,6.0,25.682877,-80.419841,2016-02-13 04:10:18.813780
5467,7887897,41088277,Private room,,,17,4.5,2.0,1.0,1.0,80.0,1.0,25.799341,-80.191598,2016-02-13 02:55:49.005007
5468,7892373,41610804,Entire home/apt,,,4,4.5,5.0,0.0,1.0,107.0,3.0,25.844372,-80.118737,2016-02-13 00:36:21.515336
5469,7899127,1176239,Entire home/apt,,,8,5.0,,2.0,,189.0,3.0,25.785391,-80.142275,2016-02-13 00:04:32.366925
5470,7900991,11866166,Entire home/apt,,,2,4.0,5.0,1.0,1.0,199.0,3.0,25.771325,-80.134477,2016-02-12 17:02:13.973997
5471,7901578,34938217,Entire home/apt,,,1,,4.0,2.0,,600.0,4.0,25.757865,-80.191256,2016-02-12 16:55:07.240516
5472,7901668,15619205,Entire home/apt,,,14,4.0,3.0,0.0,1.0,210.0,,25.782488,-80.143059,2016-02-12 23:54:20.039079
5473,7902113,5993082,Entire home/apt,,,2,5.0,5.0,3.0,2.0,295.0,5.0,25.768207,-80.18757,2016-02-12 14:34:00.565601
5474,7902408,41610804,Entire home/apt,,,4,4.0,5.0,0.0,1.0,121.0,3.0,25.846119,-80.120927,2016-02-12 14:05:09.828425
5475,7902482,31976871,Entire home/apt,,,0,,4.0,1.0,,165.0,1.0,25.93953,-80.122046,2016-02-13 01:12:49.548773
5476,7904912,14131128,Entire home/apt,,,0,,,2.0,1.0,3100.0,1.0,25.791801,-80.186777,2016-02-12 18:50:37.409469
5477,7910688,4448064,Entire home/apt,,,1,5.0,4.0,1.0,1.0,92.0,5.0,25.761414,-80.193056,2016-02-13 00:49:11.308860
5478,7911558,34574391,Entire home/apt,,,0,,5.0,2.0,,1150.0,5.0,25.768155,-80.139314,2016-02-12 18:08:16.015111
5479,7912793,41723332,Entire home/apt,,,11,4.5,3.0,0.0,1.0,69.0,5.0,25.789036,-80.137528,2016-02-13 02:55:15.028615
5480,7916429,41742659,Entire home/apt,,,11,5.0,,3.0,2.0,150.0,2.0,25.766948,-80.361957,2016-02-12 15:36:01.360331
5481,7918300,41753489,Entire home/apt,,,2,5.0,,2.0,2.0,133.0,19.0,25.763265,-80.19592,2016-02-13 04:45:39.951522
5482,7919182,5377953,Entire home/apt,,,9,4.5,,3.0,2.0,225.0,2.0,25.785085,-80.224727,2016-02-12 23:47:18.533658
5483,7919861,40020869,Entire home/apt,,,0,,3.0,1.0,1.0,150.0,1.0,25.771682,-80.136982,2016-02-12 19:57:23.292008
5484,7921568,16880014,Private room,,,6,4.5,2.0,1.0,1.0,45.0,7.0,25.932213,-80.124701,2016-02-12 19:59:28.505790
5485,7921690,23711654,Entire home/apt,,,35,4.5,4.0,1.0,1.0,60.0,3.0,25.767999,-80.309495,2016-02-12 14:46:01.505256
5486,7922463,8720007,Private room,,,9,5.0,3.0,1.0,2.0,75.0,4.0,25.777376,-80.141378,2016-02-13 01:27:31.199219
5487,7924684,41779480,Private room,,,13,5.0,2.0,1.0,1.0,56.0,1.0,25.7835,-80.257283,2016-02-13 01:22:06.101870
5488,7929546,7758849,Entire home/apt,,,17,5.0,2.0,1.0,1.0,81.0,1.0,25.821256,-80.132795,2016-02-13 02:16:38.834230
5489,7930172,17518470,Entire home/apt,,,1,5.0,,5.0,2.0,500.0,7.0,25.693033,-80.167171,2016-02-12 23:03:14.744995
5490,7930831,6081786,Private room,,,28,5.0,2.0,1.0,1.0,45.0,1.0,25.549246,-80.380775,2016-02-13 01:55:14.310577
5491,7932239,41827532,Entire home/apt,,,2,5.0,3.0,1.0,,200.0,7.0,25.753125,-80.198399,2016-02-12 18:39:07.701182
5492,7932723,3449458,Entire home/apt,,,0,,,3.0,2.0,300.0,7.0,25.755773,-80.210352,2016-02-12 23:54:03.335610
5493,7934037,14156134,Entire home/apt,,,3,4.5,4.0,2.0,2.0,300.0,2.0,25.824676,-80.183399,2016-02-12 16:03:26.465524
5494,7935320,29461634,Entire home/apt,,,0,,2.0,1.0,,269.0,3.0,25.767473,-80.196554,2016-02-12 20:54:20.561590
5495,7935736,2491549,Entire home/apt,,,1,,3.0,1.0,1.0,130.0,2.0,25.788706,-80.140484,2016-02-13 01:34:17.187123
5496,7936465,30821571,Entire home/apt,,,4,4.5,,3.0,,189.0,1.0,25.855071,-80.358326,2016-02-13 04:32:31.117096
5497,7938088,2781676,Entire home/apt,,,0,,4.0,2.0,2.0,200.0,10.0,25.933326,-80.126558,2016-02-13 04:57:33.620960
5498,7938487,40231977,Entire home/apt,,,0,,5.0,1.0,1.0,175.0,3.0,25.788116,-80.137352,2016-02-12 15:30:22.653920
5499,7938672,31602855,Private room,,,5,5.0,1.0,1.0,,57.0,3.0,25.721845,-80.285158,2016-02-13 04:48:03.884712
5500,7939009,23214804,Entire home/apt,,,2,4.0,4.0,1.0,1.0,125.0,4.0,25.787049,-80.131017,2016-02-12 21:00:18.776760
5501,7939013,27076549,Entire home/apt,,,16,4.5,4.0,1.0,1.0,124.0,1.0,25.787902,-80.136126,2016-02-12 20:03:13.961351
5502,7939525,41869421,Private room,,,0,,1.0,1.0,1.0,250.0,4.0,25.760848,-80.190998,2016-02-12 17:59:38.557232
5503,7942307,25169435,Private room,,,5,5.0,2.0,1.0,1.0,59.0,1.0,25.841519,-80.17839,2016-02-12 16:16:03.322502
5504,7942777,4367124,Entire home/apt,,,0,,4.0,2.0,2.0,200.0,14.0,25.785094,-80.145087,2016-02-12 14:51:20.309975
5505,7946096,15811968,Entire home/apt,,,4,4.5,2.0,0.0,1.0,75.0,4.0,25.800608,-80.196379,2016-02-12 18:40:09.050368
5506,7947963,24024166,Entire home/apt,,,13,4.5,2.0,0.0,1.0,99.0,2.0,25.792072,-80.186566,2016-02-12 16:03:31.231792
5507,7951950,9037196,Entire home/apt,,,8,5.0,,2.0,2.0,170.0,3.0,25.947331,-80.138941,2016-02-12 17:01:20.892183
5508,7952439,15182886,Entire home/apt,,,2,4.5,4.0,2.0,2.0,260.0,1.0,25.790906,-80.129576,2016-02-13 03:50:23.237853
5509,7952529,41936304,Entire home/apt,,,16,5.0,2.0,1.0,1.0,60.0,1.0,25.588751,-80.340997,2016-02-12 21:55:37.798410
5510,7952597,41935940,Entire home/apt,,,20,5.0,3.0,0.0,1.0,98.0,3.0,25.851462,-80.143192,2016-02-12 20:59:57.956832
5511,7953010,41937763,Entire home/apt,,,2,,,2.0,,215.0,3.0,25.790547,-80.187002,2016-02-13 03:31:21.783281
5512,7954593,41610804,Entire home/apt,,,3,4.5,3.0,0.0,1.0,121.0,3.0,25.845763,-80.11904,2016-02-12 15:52:32.224987
5513,7955030,41951517,Entire home/apt,,,9,5.0,,3.0,3.0,400.0,3.0,25.790618,-80.186943,2016-02-13 05:16:47.840986
5514,7955708,9423772,Entire home/apt,,,1,,2.0,1.0,2.0,120.0,30.0,25.793424,-80.190497,2016-02-13 02:46:15.226477
5515,7955728,41610804,Entire home/apt,,,1,4.0,5.0,0.0,1.0,125.0,3.0,25.844172,-80.119004,2016-02-12 18:06:28.311956
5516,7956531,41956357,Private room,,,4,5.0,5.0,1.0,1.0,185.0,1.0,25.845016,-80.120497,2016-02-12 18:06:59.344190
5517,7964530,41952899,Private room,,,2,5.0,2.0,1.0,1.0,45.0,2.0,25.661926,-80.414935,2016-02-12 16:22:49.696621
5518,7966204,14131128,Entire home/apt,,,0,,,2.0,1.0,3300.0,1.0,25.772727,-80.140761,2016-02-12 16:51:04.003571
5519,7967556,14844450,Private room,,,2,5.0,2.0,1.0,1.0,46.0,1.0,25.757057,-80.22561,2016-02-13 04:26:57.621430
5520,7967726,2990957,Entire home/apt,,,0,,,1.0,1.0,240.0,7.0,25.828771,-80.120208,2016-02-13 02:37:11.516701
5521,7969385,30686154,Entire home/apt,,,0,,,2.0,2.0,199.0,3.0,25.762625,-80.190082,2016-02-12 18:04:13.975696
5522,7969759,42036712,Private room,,,25,4.5,2.0,1.0,1.0,65.0,1.0,25.854004,-80.157623,2016-02-12 16:02:44.626042
5523,7970672,1171932,Entire home/apt,,,3,5.0,5.0,2.0,2.0,600.0,3.0,25.788845,-80.139202,2016-02-12 16:39:10.419012
5524,7971919,41610804,Entire home/apt,,,4,4.0,5.0,0.0,1.0,110.0,3.0,25.844547,-80.119216,2016-02-12 22:55:35.282066
5525,7972148,41610804,Entire home/apt,,,5,4.0,5.0,0.0,1.0,105.0,2.0,25.844622,-80.119282,2016-02-12 18:49:39.091281
5526,7972946,12472483,Private room,,,11,4.5,2.0,1.0,1.0,130.0,2.0,25.842508,-80.120754,2016-02-12 14:37:54.383372
5527,7979134,16884548,Private room,,,6,4.5,1.0,1.0,1.0,85.0,2.0,25.774037,-80.131174,2016-02-12 22:01:30.695413
5528,7979417,42115035,Private room,,,1,,1.0,1.0,1.0,75.0,1.0,25.765919,-80.195795,2016-02-13 01:06:31.078338
5529,7980530,3469217,Private room,,,0,,1.0,1.0,1.0,100.0,1.0,25.841767,-80.122957,2016-02-13 04:54:13.664757
5530,7981138,20828473,Entire home/apt,,,3,4.0,3.0,1.0,1.0,139.0,3.0,25.775282,-80.136155,2016-02-12 17:39:42.021816
5531,7982199,10180633,Private room,,,12,4.5,2.0,1.0,1.0,47.0,1.0,25.868188,-80.126515,2016-02-12 19:57:58.304586
5532,7982802,42132555,Entire home/apt,,,8,5.0,4.0,1.0,1.0,99.0,2.0,25.817925,-80.195463,2016-02-12 18:55:40.749975
5533,7983460,42136931,Entire home/apt,,,4,4.5,2.0,1.0,,87.0,2.0,25.757,-80.19319,2016-02-13 03:42:57.122307
5534,7983858,2001930,Entire home/apt,,,0,,4.0,2.0,2.0,349.0,10.0,25.929153,-80.12212,2016-02-13 01:47:43.968000
5535,7985057,12962738,Private room,,,1,4.0,2.0,1.0,1.0,75.0,1.0,25.795305,-80.13663,2016-02-12 15:19:16.702131
5536,7985807,14418671,Entire home/apt,,,16,4.5,4.0,0.0,1.0,149.0,1.0,25.78311,-80.142238,2016-02-12 20:02:26.236254
5537,7987106,26488648,Shared room,,,6,5.0,1.0,1.0,,44.0,1.0,25.772524,-80.195175,2016-02-12 18:20:43.172357
5538,7987907,41610804,Entire home/apt,,,1,5.0,5.0,0.0,1.0,115.0,3.0,25.844063,-80.118835,2016-02-13 02:07:20.136784
5539,7988080,41610804,Entire home/apt,,,5,4.0,5.0,0.0,1.0,115.0,3.0,25.846211,-80.120671,2016-02-12 16:41:05.833370
5540,7989079,42167328,Private room,,,4,5.0,2.0,1.0,1.0,40.0,2.0,25.957615,-80.185156,2016-02-13 01:03:41.717570
5541,7989811,32824568,Private room,,,42,4.5,2.0,1.0,1.0,56.0,1.0,25.764827,-80.259828,2016-02-12 20:45:59.898639
5542,7990415,42177122,Entire home/apt,,,4,5.0,4.0,2.0,2.0,179.0,7.0,25.776557,-80.141321,2016-02-13 01:21:08.364200
5543,7993979,42196932,Entire home/apt,,,2,5.0,,2.0,,99.0,7.0,25.864067,-80.122872,2016-02-12 20:26:18.224601
5544,7996767,9498643,Entire home/apt,,,0,,,2.0,2.0,339.0,3.0,25.770906,-80.189192,2016-02-12 21:02:28.887408
5545,7998242,29826796,Entire home/apt,,,5,5.0,2.0,1.0,1.0,115.0,2.0,25.80683,-80.192082,2016-02-12 15:06:34.285079
5546,7998826,29331334,Entire home/apt,,,2,2.0,,5.0,2.0,120.0,1.0,25.890344,-80.192521,2016-02-13 03:31:34.409063
5547,7998900,42223641,Entire home/apt,,,2,5.0,4.0,1.0,1.0,89.0,6.0,25.792668,-80.147306,2016-02-12 20:15:33.877055
5548,7999619,42228012,Entire home/apt,,,12,5.0,,3.0,,130.0,2.0,25.969199,-80.2271,2016-02-12 18:43:55.757725
5549,8002202,19362258,Private room,,,3,4.5,2.0,1.0,1.0,75.0,1.0,25.943399,-80.145429,2016-02-13 00:54:56.038172
5550,8003088,42139499,Private room,,,1,3.0,3.0,1.0,1.0,73.0,3.0,25.786702,-80.145679,2016-02-12 14:12:54.079336
5551,8009017,30245762,Private room,,,1,5.0,2.0,1.0,1.0,109.0,,25.774059,-80.187802,2016-02-12 18:38:17.909708
5552,8009254,9700453,Entire home/apt,,,14,4.5,,2.0,2.0,150.0,,25.790548,-80.136591,2016-02-12 17:10:03.360363
5553,8009990,6469220,Private room,,,3,5.0,2.0,1.0,1.0,56.0,3.0,25.785242,-80.132147,2016-02-12 14:23:57.776519
5554,8010339,20034285,Entire home/apt,,,1,5.0,,2.0,2.0,300.0,1.0,25.768032,-80.188945,2016-02-12 17:25:09.031318
5555,8014822,24203953,Entire home/apt,,,9,4.5,2.0,0.0,1.0,73.0,4.0,25.80665,-80.127047,2016-02-12 13:58:09.582357
5556,8015707,38865862,Entire home/apt,,,2,,,2.0,1.0,400.0,,25.773523,-80.131723,2016-02-13 05:14:01.866052
5557,8015854,42325064,Entire home/apt,,,0,,2.0,0.0,1.0,35.0,1.0,25.817888,-80.197013,2016-02-12 16:37:10.273157
5558,8016117,35771221,Entire home/apt,,,0,,4.0,2.0,1.0,250.0,1.0,25.811379,-80.304776,2016-02-13 04:08:59.981896
5559,8022367,3241671,Entire home/apt,,,14,5.0,2.0,1.0,1.0,185.0,,25.761485,-80.190956,2016-02-13 03:12:08.250336
5560,8023434,7022113,Entire home/apt,,,4,5.0,2.0,1.0,1.0,195.0,2.0,25.790248,-80.135032,2016-02-13 03:20:04.072808
5561,8023645,42366953,Private room,,,2,4.5,2.0,1.0,1.0,65.0,1.0,25.864695,-80.126731,2016-02-12 16:20:28.164341
5562,8023829,36901370,Entire home/apt,,,5,4.0,2.0,1.0,1.0,99.0,3.0,25.93223,-80.154572,2016-02-12 17:41:03.677202
5563,8027027,42383847,Entire home/apt,,,8,5.0,3.0,1.0,1.0,110.0,3.0,25.761185,-80.205604,2016-02-13 01:24:41.382485
5564,8028753,277500,Entire home/apt,,,0,,,4.0,2.0,550.0,1.0,25.924132,-80.175915,2016-02-13 03:39:39.961961
5565,8032827,14505603,Entire home/apt,,,3,5.0,2.0,0.0,1.0,85.0,14.0,25.789668,-80.129493,2016-02-13 00:19:16.414599
5566,8033073,42414750,Private room,,,0,,2.0,1.0,0.0,75.0,1.0,25.910457,-80.316609,2016-02-13 02:39:03.841031
5567,8033440,42416536,Entire home/apt,,,8,5.0,4.0,2.0,,195.0,1.0,25.781976,-80.189535,2016-02-12 18:02:57.035354
5568,8033574,31622357,Entire home/apt,,,2,5.0,,4.0,,911.0,4.0,25.748188,-80.221254,2016-02-13 03:06:53.795687
5569,8034436,40747908,Entire home/apt,,,4,4.5,,3.0,2.0,350.0,1.0,25.773764,-80.186976,2016-02-12 18:07:41.370254
5570,8034470,37800219,Entire home/apt,,,28,4.0,4.0,1.0,1.0,99.0,1.0,25.771093,-80.131188,2016-02-13 03:01:59.698304
5571,8034477,41610804,Entire home/apt,,,2,4.0,5.0,0.0,1.0,135.0,3.0,25.845626,-80.120865,2016-02-12 22:10:30.187247
5572,8034884,42423820,Entire home/apt,,,9,4.5,3.0,1.0,1.0,70.0,2.0,25.806023,-80.187576,2016-02-12 18:55:05.281795
5573,8035030,41610804,Entire home/apt,,,3,4.0,5.0,0.0,1.0,125.0,2.0,25.846415,-80.120582,2016-02-12 16:25:21.357035
5574,8035443,41610804,Entire home/apt,,,12,4.0,3.0,0.0,1.0,135.0,3.0,25.846169,-80.119021,2016-02-13 02:25:55.105139
5575,8035805,42430742,Entire home/apt,,,4,5.0,4.0,2.0,1.0,250.0,5.0,25.739107,-80.23146,2016-02-12 22:06:04.539039
5576,8039398,42455605,Entire home/apt,,,3,4.0,4.0,2.0,2.0,250.0,4.0,25.771118,-80.186046,2016-02-12 19:37:39.642780
5577,8041763,22463331,Entire home/apt,,,5,4.5,4.0,1.0,1.0,120.0,3.0,25.949427,-80.119357,2016-02-13 04:25:05.082782
5578,8041871,41610804,Entire home/apt,,,6,4.0,5.0,0.0,1.0,135.0,3.0,25.846353,-80.119274,2016-02-13 00:06:33.211566
5579,8044094,67884,Entire home/apt,,,5,5.0,4.0,0.0,1.0,150.0,3.0,25.794714,-80.128549,2016-02-12 13:52:21.916624
5580,8044410,1200122,Entire home/apt,,,1,4.0,,3.0,2.0,249.0,1.0,25.955653,-80.122442,2016-02-12 16:28:35.961994
5581,8045695,42488914,Entire home/apt,,,0,,3.0,1.0,1.0,110.0,1.0,25.936503,-80.124933,2016-02-13 05:18:15.965771
5582,8046267,42491895,Entire home/apt,,,0,,4.0,0.0,1.0,150.0,6.0,25.954796,-80.119987,2016-02-12 15:53:59.811619
5583,8046469,31807802,Private room,,,7,5.0,2.0,1.0,1.0,99.0,1.0,25.800533,-80.187558,2016-02-12 21:21:57.561807
5584,8047034,37777495,Entire home/apt,,,2,,2.0,0.0,1.0,65.0,3.0,25.804122,-80.185403,2016-02-12 15:22:36.682366
5585,8047088,29509388,Entire home/apt,,,0,,4.0,1.0,1.0,160.0,7.0,25.965694,-80.137676,2016-02-12 19:23:25.361797
5586,8047861,27241558,Entire home/apt,,,0,,,3.0,3.0,350.0,1.0,25.937667,-80.123796,2016-02-13 03:26:59.443315
5587,8048583,4628303,Entire home/apt,,,4,3.5,4.0,2.0,2.0,466.0,4.0,25.78309,-80.129882,2016-02-12 18:43:12.469100
5588,8049030,41088277,Private room,,,26,4.5,2.0,1.0,1.0,90.0,1.0,25.799782,-80.188658,2016-02-13 01:47:00.936656
5589,8049611,37248500,Entire home/apt,,,0,,,1.0,1.0,320.0,1.0,25.834979,-80.11961,2016-02-12 18:07:51.407396
5590,8049771,32215041,Entire home/apt,,,1,5.0,,2.0,3.0,1000.0,1.0,25.818393,-80.123224,2016-02-13 03:43:54.624425
5591,8050456,28028028,Private room,,,1,,2.0,1.0,1.0,40.0,1.0,25.729561,-80.304629,2016-02-13 00:56:57.882362
5592,8051670,42518218,Entire home/apt,,,3,5.0,4.0,0.0,1.0,130.0,2.0,25.788422,-80.139465,2016-02-12 18:56:38.789879
5593,8052087,1200122,Entire home/apt,,,2,5.0,,2.0,2.0,159.0,1.0,25.933883,-80.126292,2016-02-13 03:27:40.030293
5594,8053352,42530176,Entire home/apt,,,2,4.0,4.0,1.0,1.0,85.0,7.0,25.951161,-80.171873,2016-02-12 21:57:47.321193
5595,8053371,12401042,Private room,,,0,,2.0,1.0,1.0,229.0,2.0,25.776509,-80.189618,2016-02-12 14:17:21.211123
5596,8054109,21578675,Entire home/apt,,,2,5.0,4.0,1.0,,225.0,3.0,25.788062,-80.138403,2016-02-12 15:50:36.540608
5597,8054230,14418671,Entire home/apt,,,15,4.5,4.0,1.0,,299.0,1.0,25.79875,-80.127971,2016-02-13 01:17:32.439474
5598,8055131,1485449,Private room,,,8,5.0,2.0,1.0,1.0,85.0,,25.854487,-80.120854,2016-02-12 13:57:04.662448
5599,8057096,42445618,Entire home/apt,,,3,5.0,4.0,1.0,2.0,140.0,15.0,25.760245,-80.195306,2016-02-12 20:01:25.990230
5600,8061277,42518218,Entire home/apt,,,0,,,1.0,1.0,250.0,1.0,25.788476,-80.13243,2016-02-12 21:25:34.530879
5601,8062423,42582196,Private room,,,5,5.0,1.0,1.0,1.0,34.0,4.0,25.624693,-80.327657,2016-02-13 02:41:36.715159
5602,8063794,37248500,Entire home/apt,,,1,5.0,4.0,1.0,1.0,230.0,1.0,25.832958,-80.121154,2016-02-13 00:46:20.285464
5603,8064680,37248500,Entire home/apt,,,0,,4.0,0.0,1.0,210.0,1.0,25.834668,-80.121069,2016-02-12 17:08:04.949858
5604,8064920,42595737,Entire home/apt,,,0,,4.0,1.0,1.0,165.0,2.0,25.77851,-80.1377,2016-02-12 15:40:58.329700
5605,8065003,42597189,Entire home/apt,,,2,5.0,5.0,2.0,2.0,150.0,3.0,25.829466,-80.372005,2016-02-12 18:39:44.887102
5606,8066175,37248500,Entire home/apt,,,9,3.5,4.0,0.0,1.0,170.0,1.0,25.833715,-80.120732,2016-02-12 16:43:43.233318
5607,8066902,17518470,Entire home/apt,,,5,5.0,,4.0,,415.0,3.0,25.711648,-80.255003,2016-02-12 22:31:52.353460
5608,8067129,37154880,Entire home/apt,,,10,4.5,3.0,1.0,1.0,125.0,2.0,25.767716,-80.195684,2016-02-12 21:37:24.742964
5609,8067355,37248500,Entire home/apt,,,6,4.0,4.0,0.0,1.0,120.0,1.0,25.833288,-80.120636,2016-02-12 19:35:06.507167
5610,8067775,7960076,Private room,,,0,,1.0,1.0,2.0,60.0,1.0,25.798032,-80.186842,2016-02-12 17:54:24.284884
5611,8068708,1463713,Entire home/apt,,,8,5.0,,2.0,2.0,199.0,3.0,25.76922,-80.190053,2016-02-13 01:11:13.049219
5612,8069812,42623756,Private room,,,0,,2.0,1.0,1.0,99.0,1.0,25.763662,-80.194711,2016-02-12 20:39:06.935714
5613,8069926,35946345,Entire home/apt,,,8,5.0,,2.0,2.0,150.0,1.0,25.933877,-80.126361,2016-02-12 16:03:33.779470
5614,8071032,41610804,Entire home/apt,,,8,4.0,5.0,0.0,1.0,95.0,2.0,25.844816,-80.119333,2016-02-12 17:04:53.457869
5615,8071941,23702484,Entire home/apt,,,4,4.0,3.0,1.0,1.0,75.0,2.0,25.77813,-80.132363,2016-02-12 20:11:48.665349
5616,8072544,42642303,Entire home/apt,,,4,5.0,3.0,1.0,,225.0,2.0,25.790855,-80.187722,2016-02-13 00:37:00.360842
5617,8080373,24327076,Private room,,,1,,3.0,1.0,1.0,85.0,5.0,25.808308,-80.192343,2016-02-12 22:46:16.219628
5618,8082204,26163488,Entire home/apt,,,2,4.0,4.0,1.0,1.0,150.0,3.0,25.768847,-80.197203,2016-02-12 23:55:44.253106
5619,8083568,42694292,Entire home/apt,,,1,,3.0,0.0,1.0,110.0,3.0,25.78836,-80.1385,2016-02-13 01:21:12.314406
5620,8083591,34208300,Private room,,,9,4.5,3.0,1.0,1.0,61.0,1.0,25.893982,-80.168352,2016-02-13 00:14:24.337177
5621,8086534,42705243,Entire home/apt,,,19,4.5,4.0,1.0,1.0,55.0,2.0,25.767426,-80.20821,2016-02-12 21:50:26.437003
5622,8086539,2364392,Entire home/apt,,,3,4.5,,3.0,2.0,299.0,1.0,25.790657,-80.186589,2016-02-12 21:35:52.669812
5623,8086636,42705243,Entire home/apt,,,23,4.5,2.0,0.0,1.0,52.0,2.0,25.766871,-80.206484,2016-02-12 17:20:26.896610
5624,8086836,8978097,Entire home/apt,,,12,5.0,3.0,0.0,1.0,115.0,3.0,25.787501,-80.133723,2016-02-12 14:55:14.256699
5625,8087137,15089415,Entire home/apt,,,4,4.5,2.0,1.0,,90.0,5.0,25.932172,-80.123107,2016-02-13 02:37:04.236560
5626,8088148,42712956,Private room,,,3,5.0,1.0,1.0,1.0,50.0,3.0,25.685656,-80.432939,2016-02-13 02:25:04.855165
5627,8088948,16437646,Entire home/apt,,,4,4.5,2.0,1.0,1.0,100.0,4.0,25.781069,-80.142214,2016-02-12 14:19:20.126229
5628,8090423,42725514,Shared room,,,18,4.5,1.0,1.0,1.0,20.0,1.0,25.862787,-80.239953,2016-02-12 23:21:40.932765
5629,8090745,42727625,Private room,,,5,5.0,4.0,1.0,1.0,123.0,1.0,25.844337,-80.120234,2016-02-12 15:52:22.598210
5630,8090791,25396053,Private room,,,0,,2.0,1.0,1.0,110.0,2.0,25.695726,-80.311378,2016-02-12 23:41:11.992495
5631,8090806,42728208,Entire home/apt,,,15,5.0,4.0,1.0,,109.0,1.0,25.767456,-80.195368,2016-02-13 03:18:24.052148
5632,8091056,36654819,Private room,,,37,5.0,2.0,1.0,1.0,79.0,2.0,25.767059,-80.210493,2016-02-12 19:21:41.530638
5633,8099596,35478275,Entire home/apt,,,0,,2.0,1.0,1.0,75.0,2.0,25.801161,-80.198349,2016-02-13 04:50:05.986564
5634,8100429,9973399,Entire home/apt,,,0,,,3.0,1.0,250.0,30.0,25.744382,-80.233131,2016-02-12 14:17:38.318828
5635,8100793,35052353,Entire home/apt,,,0,,,2.0,2.0,425.0,1.0,25.791898,-80.137347,2016-02-13 04:16:06.578746
5636,8100931,42777731,Entire home/apt,,,8,5.0,,3.0,3.0,699.0,2.0,25.784262,-80.130981,2016-02-13 04:41:23.598608
5637,8101535,37248500,Entire home/apt,,,8,4.0,4.0,0.0,1.0,150.0,1.0,25.834414,-80.119303,2016-02-12 17:51:00.244463
5638,8101812,1212552,Entire home/apt,,,8,4.0,,0.0,1.0,80.0,2.0,25.931047,-80.184576,2016-02-13 04:03:50.644803
5639,8104083,30821571,Entire home/apt,,,6,3.5,5.0,1.0,1.0,99.0,1.0,25.812453,-80.380321,2016-02-12 14:29:42.564897
5640,8105359,42725415,Entire home/apt,,,0,,,3.0,,180.0,1.0,25.948396,-80.168086,2016-02-13 02:10:59.299119
5641,8105458,15742143,Entire home/apt,,,1,5.0,4.0,2.0,1.0,275.0,6.0,25.730645,-80.246298,2016-02-12 23:06:52.242552
5642,8106192,39375078,Entire home/apt,,,2,5.0,5.0,1.0,1.0,175.0,1.0,25.954258,-80.123421,2016-02-12 18:36:12.340738
5643,8106256,42800688,Private room,,,6,4.5,1.0,1.0,1.0,75.0,1.0,25.786144,-80.136075,2016-02-12 15:24:00.362469
5644,8106719,40482829,Private room,,,1,5.0,2.0,1.0,1.0,41.0,3.0,25.589149,-80.397428,2016-02-13 01:20:04.197828
5645,8107463,9756624,Entire home/apt,,,0,,3.0,1.0,1.0,200.0,2.0,25.788165,-80.144152,2016-02-12 15:32:01.710565
5646,8108344,40836954,Entire home/apt,,,3,5.0,5.0,2.0,,200.0,1.0,25.847574,-80.153501,2016-02-13 04:50:52.919869
5647,8112642,725953,Entire home/apt,,,13,4.5,5.0,1.0,1.0,69.0,1.0,25.784092,-80.135041,2016-02-13 03:19:31.641333
5648,8113169,42840649,Private room,,,0,,2.0,1.0,1.0,60.0,1.0,25.822225,-80.190449,2016-02-12 19:11:15.810406
5649,8113187,7872347,Entire home/apt,,,9,4.5,3.0,1.0,1.0,116.0,3.0,25.797943,-80.130246,2016-02-12 17:12:03.273263
5650,8113412,37757209,Entire home/apt,,,0,,,3.0,2.0,325.0,2.0,25.791711,-80.185505,2016-02-13 04:14:55.506043
5651,8113570,40482829,Private room,,,3,5.0,2.0,1.0,1.0,33.0,3.0,25.589138,-80.398755,2016-02-13 02:01:58.288363
5652,8114201,32824568,Private room,,,19,4.5,2.0,1.0,1.0,62.0,1.0,25.766766,-80.258358,2016-02-12 15:03:50.327483
5653,8115607,3481466,Shared room,,,6,5.0,1.0,1.0,1.0,45.0,2.0,25.783057,-80.1349,2016-02-12 16:20:11.580869
5654,8115974,28353681,Private room,,,11,4.5,2.0,1.0,1.0,50.0,2.0,25.776981,-80.136246,2016-02-12 18:35:08.219871
5655,8117527,42864310,Entire home/apt,,,5,5.0,,3.0,2.0,150.0,1.0,25.757177,-80.199846,2016-02-12 16:14:25.684940
5656,8118999,21966866,Shared room,,,18,5.0,2.0,1.0,1.0,55.0,1.0,25.76865,-80.195501,2016-02-12 15:37:32.695972
5657,8124565,37757209,Entire home/apt,,,0,,,3.0,3.0,355.0,,25.792577,-80.185817,2016-02-12 17:07:36.418508
