,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
1061,1809909,9481744,Entire home/apt,,,6,3.5,,4.0,3.0,290.0,7.0,25.931008,-80.141937,2016-02-12 20:13:51.100653
1062,1810043,9481744,Entire home/apt,,,5,4.5,,5.0,3.0,400.0,7.0,25.930015,-80.141309,2016-02-12 22:22:18.520855
1063,1811280,9481744,Entire home/apt,,,0,,,5.0,5.0,1000.0,7.0,25.929,-80.142108,2016-02-13 02:25:38.368679
1064,1811443,9481744,Entire home/apt,,,2,4.5,,6.0,,600.0,7.0,25.930655,-80.140558,2016-02-12 21:52:31.444764
1065,1813467,9492545,Entire home/apt,,,82,4.5,5.0,1.0,1.0,100.0,1.0,25.774316,-80.136745,2016-02-12 19:08:19.511388
1066,1813554,5562497,Entire home/apt,,,38,4.5,4.0,2.0,1.0,165.0,2.0,25.781065,-80.141611,2016-02-12 15:58:44.438108
1067,1814178,6268293,Entire home/apt,,,46,4.5,2.0,0.0,1.0,90.0,3.0,25.765088,-80.228498,2016-02-12 19:07:20.139192
1068,1814881,1918890,Entire home/apt,,,30,4.5,4.0,1.0,1.0,175.0,3.0,25.779461,-80.13124,2016-02-12 16:48:03.506129
1069,1814922,1918890,Entire home/apt,,,33,4.0,,2.0,1.0,299.0,3.0,25.778283,-80.133182,2016-02-12 22:38:17.124688
1070,1815731,2249324,Private room,,,7,4.5,2.0,1.0,1.0,80.0,3.0,25.513084,-80.418931,2016-02-12 21:40:28.576878
1071,1818428,8498238,Entire home/apt,,,12,4.5,,2.0,2.0,179.0,2.0,25.954636,-80.121434,2016-02-13 02:27:51.622157
1072,1818439,2249324,Private room,,,11,4.5,2.0,1.0,,70.0,3.0,25.514223,-80.419116,2016-02-12 17:48:03.579489
1073,1818564,3988920,Entire home/apt,,,17,5.0,5.0,2.0,2.0,199.0,2.0,25.787479,-80.14472,2016-02-12 14:39:49.582871
1074,1820908,9533553,Entire home/apt,,,40,4.5,4.0,1.0,,150.0,5.0,25.785398,-80.131517,2016-02-12 20:06:35.724980
1075,1822833,1343763,Private room,,,26,5.0,2.0,1.0,1.0,78.0,3.0,25.643945,-80.360575,2016-02-13 00:52:27.220768
1076,1825684,9553932,Entire home/apt,,,0,,2.0,1.0,1.0,250.0,8.0,25.800321,-80.187373,2016-02-12 20:43:32.777121
1077,1826059,9504935,Private room,,,1,4.0,3.0,1.0,,140.0,1.0,25.935951,-80.125132,2016-02-12 14:04:30.808999
1078,1827106,7804992,Entire home/apt,,,127,4.5,,2.0,2.0,99.0,1.0,25.782634,-80.131622,2016-02-13 03:57:08.217317
1079,1827374,7251083,Entire home/apt,,,33,4.5,5.0,1.0,1.0,150.0,3.0,25.934467,-80.125659,2016-02-12 18:59:49.985863
1080,1828337,9551350,Private room,,,6,4.0,2.0,1.0,1.0,57.0,4.0,25.72244,-80.259716,2016-02-13 00:44:46.685266
1081,1830488,3372243,Entire home/apt,,,92,4.5,2.0,1.0,1.0,110.0,2.0,25.787944,-80.141344,2016-02-12 22:50:18.502263
1082,1832225,9252270,Entire home/apt,,,58,5.0,2.0,1.0,1.0,179.0,1.0,25.859209,-80.120135,2016-02-12 15:18:08.704748
1083,1836176,9419684,Entire home/apt,,,10,5.0,,3.0,2.0,475.0,2.0,25.758443,-80.193699,2016-02-13 01:40:56.529000
1084,1836177,9419684,Entire home/apt,,,1,5.0,3.0,1.0,1.0,325.0,2.0,25.760027,-80.194543,2016-02-12 15:17:00.842337
1085,1839372,9419684,Entire home/apt,,,12,5.0,5.0,2.0,2.0,400.0,2.0,25.759687,-80.194705,2016-02-12 15:55:41.178464
1086,1840555,9618888,Entire home/apt,,,34,4.5,,2.0,2.0,250.0,3.0,25.763529,-80.196917,2016-02-12 18:51:28.844791
1087,1841443,4337457,Private room,,,11,4.5,3.0,1.0,1.0,55.0,1.0,25.777559,-80.14015,2016-02-13 01:41:06.742742
1088,1841500,9623525,Entire home/apt,,,53,5.0,4.0,1.0,1.0,190.0,1.0,25.788364,-80.145719,2016-02-13 02:12:19.454185
1089,1842862,3988920,Entire home/apt,,,28,4.5,5.0,2.0,2.0,199.0,2.0,25.788235,-80.14299,2016-02-13 04:57:49.609343
1090,1843232,2364392,Entire home/apt,,,0,,5.0,2.0,,277.0,4.0,25.791834,-80.186042,2016-02-13 02:09:51.523561
1091,1843817,1463713,Entire home/apt,,,13,4.5,,2.0,2.0,180.0,3.0,25.759719,-80.191437,2016-02-13 02:12:06.234829
1092,1843964,1463713,Entire home/apt,,,22,5.0,,2.0,2.0,187.0,3.0,25.759598,-80.193832,2016-02-12 14:20:18.894054
1093,1849800,9078691,Entire home/apt,,,6,5.0,,3.0,,370.0,3.0,25.703085,-80.304286,2016-02-12 17:11:35.861859
1094,1849914,7257328,Private room,,,34,5.0,2.0,1.0,,100.0,1.0,25.779671,-80.139688,2016-02-12 19:20:03.883490
1095,1856690,976708,Entire home/apt,,,53,4.5,3.0,1.0,1.0,110.0,3.0,25.79029,-80.13556,2016-02-12 14:51:16.128468
1096,1858661,5221306,Entire home/apt,,,140,5.0,,1.0,1.0,100.0,1.0,25.782584,-80.13482,2016-02-12 20:04:18.548913
1097,1859179,1433490,Private room,,,52,4.0,4.0,1.0,1.0,60.0,1.0,25.735354,-80.244396,2016-02-12 17:50:45.439497
1098,1859473,9551350,Private room,,,3,3.0,3.0,1.0,1.0,99.0,6.0,25.722339,-80.25926,2016-02-13 01:35:55.082238
1099,1860148,7772871,Private room,,,4,5.0,5.0,1.0,1.0,85.0,2.0,25.682887,-80.448851,2016-02-12 15:58:12.238148
1100,1860203,9188042,Entire home/apt,,,2,4.5,,3.0,2.0,269.0,10.0,25.765074,-80.193334,2016-02-13 04:24:05.235887
1101,1867049,9700453,Entire home/apt,,,7,4.0,4.0,1.0,,140.0,,25.792659,-80.186396,2016-02-13 00:50:03.570344
1102,1868141,1918890,Entire home/apt,,,36,4.5,4.0,1.0,,175.0,3.0,25.780107,-80.132309,2016-02-12 15:10:42.393147
1103,1868521,9739843,Entire home/apt,,,0,,2.0,1.0,1.0,125.0,90.0,25.935705,-80.125736,2016-02-12 14:17:26.455913
1104,1871315,9115759,Entire home/apt,,,72,5.0,4.0,1.0,,70.0,2.0,25.846167,-80.196613,2016-02-12 17:53:01.199340
1105,1872344,1648579,Entire home/apt,,,60,4.5,5.0,2.0,2.0,280.0,3.0,25.828193,-80.118817,2016-02-12 20:44:36.973918
1106,1876064,5723086,Private room,,,38,4.0,4.0,1.0,1.0,48.0,1.0,25.752163,-80.269548,2016-02-13 02:54:50.596641
1107,1877035,5759534,Entire home/apt,,,5,4.0,4.0,2.0,2.0,130.0,2.0,25.889819,-80.168037,2016-02-13 02:41:45.103923
1108,1880331,272145,Entire home/apt,,,60,4.5,2.0,0.0,1.0,89.0,4.0,25.865385,-80.125232,2016-02-12 21:51:33.885785
1109,1884748,9739843,Entire home/apt,,,20,5.0,2.0,1.0,1.0,79.0,3.0,25.767177,-80.196462,2016-02-13 02:25:22.039569
1110,1889757,9809190,Entire home/apt,,,0,,5.0,1.0,1.0,350.0,7.0,25.793881,-80.138179,2016-02-12 22:12:15.882943
1111,1889971,9809190,Entire home/apt,,,1,5.0,3.0,1.0,1.0,250.0,3.0,25.788827,-80.141148,2016-02-12 20:45:53.482893
1112,1890726,59907,Entire home/apt,,,25,4.5,4.0,1.0,1.0,225.0,3.0,25.772239,-80.134872,2016-02-12 15:39:36.553834
1113,1892070,4367124,Entire home/apt,,,17,4.5,4.0,2.0,2.0,200.0,6.0,25.787012,-80.143969,2016-02-12 17:11:32.304939
1114,1892524,6424285,Entire home/apt,,,83,5.0,,2.0,1.0,110.0,2.0,25.763821,-80.223492,2016-02-13 03:27:43.506665
1115,1896999,5033101,Entire home/apt,,,151,5.0,3.0,1.0,1.0,169.0,,25.834507,-80.120883,2016-02-12 17:26:07.756911
1116,1897111,9855104,Entire home/apt,,,6,5.0,4.0,1.0,1.0,135.0,6.0,25.790788,-80.127123,2016-02-13 00:06:00.860355
1117,1898412,6454257,Entire home/apt,,,75,4.5,5.0,1.0,1.0,40.0,1.0,25.788424,-80.137037,2016-02-12 22:44:19.701874
1118,1901365,1354431,Private room,,,51,5.0,2.0,1.0,1.0,79.0,2.0,25.795161,-80.131158,2016-02-12 23:47:34.670705
1119,1902063,2491549,Entire home/apt,,,14,3.5,4.0,0.0,1.0,170.0,3.0,25.834349,-80.119728,2016-02-13 05:01:58.320157
1120,1902635,8304091,Entire home/apt,,,5,5.0,4.0,2.0,2.0,250.0,7.0,25.771305,-80.137016,2016-02-12 17:36:13.774660
1121,1902662,9878246,Entire home/apt,,,53,4.5,,4.0,2.0,222.0,3.0,25.835734,-80.186112,2016-02-13 03:58:56.485291
1122,1909088,52601,Entire home/apt,,,2,5.0,,3.0,2.0,270.0,1.0,25.939845,-80.123526,2016-02-12 21:27:34.618048
1123,1909401,7670194,Entire home/apt,,,10,4.5,,2.0,2.0,107.0,1.0,25.931894,-80.125532,2016-02-13 03:03:09.612155
1124,1909445,3603773,Entire home/apt,,,2,5.0,3.0,1.0,1.0,125.0,2.0,25.850483,-80.191201,2016-02-12 20:45:38.489291
1125,1909863,2001930,Entire home/apt,,,0,,5.0,2.0,2.0,175.0,5.0,25.93322,-80.124785,2016-02-13 03:54:41.305043
1126,1909958,7431253,Entire home/apt,,,16,4.5,5.0,2.0,1.0,375.0,4.0,25.773334,-80.129539,2016-02-13 04:08:20.662098
1127,1911639,9918399,Private room,,,41,4.5,2.0,1.0,,55.0,2.0,25.858749,-80.128266,2016-02-12 23:25:10.906220
1128,1912113,8195996,Entire home/apt,,,57,4.5,4.0,0.0,1.0,86.0,15.0,25.781196,-80.131342,2016-02-13 04:11:43.194200
1129,1916752,284544,Entire home/apt,,,12,4.5,,4.0,,249.0,3.0,25.783138,-80.142908,2016-02-12 20:24:11.902094
1130,1918272,9809190,Entire home/apt,,,2,5.0,4.0,1.0,1.0,400.0,3.0,25.767642,-80.188361,2016-02-12 17:53:22.131862
1131,1918927,3518562,Entire home/apt,,,17,4.5,,3.0,2.0,325.0,5.0,25.7827,-80.208527,2016-02-13 02:51:10.536031
1132,1919526,899093,Entire home/apt,,,75,5.0,4.0,1.0,1.0,100.0,3.0,25.790583,-80.133509,2016-02-12 18:59:10.812946
1133,1920038,459948,Entire home/apt,,,31,5.0,2.0,0.0,1.0,200.0,2.0,25.761073,-80.191067,2016-02-12 14:54:54.745426
1134,1924822,9971630,Entire home/apt,,,16,4.0,,3.0,1.0,125.0,3.0,25.755577,-80.24586,2016-02-12 13:58:21.388927
1135,1928674,9918399,Private room,,,38,5.0,2.0,1.0,,55.0,2.0,25.858565,-80.12828,2016-02-12 23:36:02.018567
1136,1929800,2992108,Private room,,,58,4.5,4.0,1.0,2.0,54.0,1.0,25.756866,-80.230948,2016-02-13 03:55:37.382964
1137,1929846,2992108,Private room,,,83,4.5,2.0,1.0,2.0,41.0,1.0,25.757811,-80.231736,2016-02-13 05:14:48.381218
1138,1929943,2992108,Private room,,,76,4.5,3.0,1.0,2.0,50.0,1.0,25.758565,-80.230288,2016-02-12 13:59:32.574297
1139,1934973,9631127,Private room,,,1,5.0,1.0,1.0,1.0,100.0,3.0,25.841097,-80.120788,2016-02-13 01:07:21.834322
1140,1938509,10013238,Entire home/apt,,,8,4.5,4.0,2.0,2.0,199.0,1.0,25.770802,-80.18673,2016-02-12 16:06:49.279814
1141,1939257,9963523,Entire home/apt,,,0,,5.0,1.0,1.0,600.0,4.0,25.691577,-80.161124,2016-02-12 21:44:34.780881
1142,1940053,3988920,Entire home/apt,,,10,4.5,5.0,2.0,2.0,199.0,2.0,25.787001,-80.14499,2016-02-12 14:26:41.395361
1143,1940629,1969111,Entire home/apt,,,42,4.5,4.0,2.0,1.0,129.0,2.0,25.788965,-80.1335,2016-02-13 00:03:39.785159
1144,1943303,284544,Entire home/apt,,,15,4.5,,4.0,,799.0,,25.777871,-80.131996,2016-02-13 05:14:37.276197
1145,1945181,4175538,Entire home/apt,,,14,4.5,2.0,1.0,1.0,88.0,3.0,25.96715,-80.189876,2016-02-12 20:07:47.346728
1146,1949549,10081579,Entire home/apt,,,20,4.5,3.0,1.0,1.0,100.0,1.0,25.862023,-80.121908,2016-02-13 03:06:51.296681
1147,1952402,4392103,Entire home/apt,,,8,4.0,4.0,0.0,1.0,145.0,7.0,25.954945,-80.120298,2016-02-12 18:48:35.406879
1148,1952468,7670194,Entire home/apt,,,30,4.5,,2.0,2.0,107.0,1.0,25.933119,-80.125776,2016-02-12 17:19:35.495658
1149,1955392,4842168,Entire home/apt,,,26,4.5,2.0,0.0,1.0,85.0,2.0,25.80559,-80.19937,2016-02-13 02:12:57.074371
1150,1958889,10123674,Entire home/apt,,,20,5.0,4.0,1.0,1.0,150.0,2.0,25.773013,-80.189224,2016-02-13 00:32:53.013289
1151,1959777,6138487,Shared room,,,0,,2.0,1.0,1.0,159.0,3.0,25.789065,-80.129566,2016-02-12 16:47:53.990146
1152,1960591,3972899,Entire home/apt,,,37,4.5,2.0,0.0,1.0,150.0,4.0,25.768372,-80.189251,2016-02-13 01:32:29.112452
1153,1965035,889630,Entire home/apt,,,16,4.5,,3.0,2.0,110.0,3.0,25.852933,-80.383817,2016-02-12 17:34:54.902124
1154,1966757,10158702,Entire home/apt,,,51,4.5,,2.0,1.0,195.0,3.0,25.789111,-80.134122,2016-02-12 22:44:25.003365
1155,1967036,7670194,Entire home/apt,,,14,4.5,,2.0,2.0,107.0,1.0,25.931524,-80.125562,2016-02-12 21:37:04.414233
1156,1969523,10170641,Entire home/apt,,,83,4.5,4.0,1.0,1.0,110.0,2.0,25.938389,-80.138874,2016-02-13 02:12:23.633076
1157,1969765,10168809,Entire home/apt,,,41,4.5,4.0,0.0,1.0,110.0,7.0,25.776614,-80.132607,2016-02-12 15:21:32.612722
1158,1969802,2491549,Entire home/apt,,,18,4.0,,3.0,2.0,441.0,2.0,25.833053,-80.119708,2016-02-13 02:13:14.180238
1159,1970029,2062647,Entire home/apt,,,49,4.5,,4.0,4.0,363.0,2.0,25.854333,-80.143885,2016-02-12 20:32:58.830865
1160,1970241,10173712,Entire home/apt,,,26,4.5,5.0,2.0,1.0,149.0,3.0,25.777221,-80.136076,2016-02-12 19:10:40.688868
1161,1972231,1380861,Entire home/apt,,,2,4.5,4.0,1.0,,200.0,5.0,25.808967,-80.192961,2016-02-12 18:45:22.292577
1162,1975104,2197038,Private room,,,18,5.0,1.0,1.0,1.0,71.0,1.0,25.845808,-80.187946,2016-02-13 01:56:32.309227
1163,1983642,284544,Entire home/apt,,,5,4.0,,5.0,4.0,649.0,3.0,25.829469,-80.120948,2016-02-13 01:22:15.374306
1164,1983709,6246174,Private room,,,10,4.5,2.0,1.0,1.0,70.0,3.0,25.773985,-80.36277,2016-02-12 18:28:09.260998
1165,1984297,2990957,Entire home/apt,,,7,4.5,,2.0,3.0,300.0,7.0,25.834371,-80.119056,2016-02-12 18:09:40.679449
1166,1984611,6167068,Entire home/apt,,,61,5.0,3.0,1.0,1.0,130.0,1.0,25.805248,-80.12417,2016-02-12 22:44:37.806408
1167,1984638,10194688,Entire home/apt,,,46,4.5,4.0,1.0,1.0,75.0,3.0,25.860791,-80.120752,2016-02-13 02:12:04.030349
1168,1988874,4810928,Entire home/apt,,,101,4.0,3.0,0.0,1.0,90.0,2.0,25.77963,-80.13449,2016-02-12 17:37:51.251697
1169,1989509,2788742,Entire home/apt,,,0,,4.0,1.0,1.0,180.0,3.0,25.773454,-80.13097,2016-02-12 20:45:45.656322
1170,1989639,10260197,Entire home/apt,,,25,5.0,5.0,1.0,1.0,130.0,3.0,25.774409,-80.135909,2016-02-12 21:21:37.026600
1171,1989656,5157005,Entire home/apt,,,8,3.5,5.0,1.0,,199.0,12.0,25.787079,-80.144631,2016-02-13 00:12:31.086705
1172,1993748,899942,Entire home/apt,,,6,4.5,3.0,1.0,1.0,66.0,1.0,25.778365,-80.134163,2016-02-13 00:25:44.085752
1173,1995408,6454257,Entire home/apt,,,40,4.5,3.0,1.0,1.0,70.0,1.0,25.789156,-80.136194,2016-02-12 15:30:37.549950
1174,1999232,10002827,Private room,,,252,5.0,3.0,1.0,1.0,69.0,1.0,25.775845,-80.333328,2016-02-12 15:11:59.660631
1175,2000789,10305798,Entire home/apt,,,12,4.5,,2.0,1.0,375.0,3.0,25.772701,-80.130075,2016-02-12 22:48:20.819118
1176,2002551,2687506,Entire home/apt,,,5,5.0,4.0,1.0,1.0,210.0,4.0,25.773852,-80.187168,2016-02-13 05:05:25.513998
1177,2002843,2990957,Entire home/apt,,,3,5.0,4.0,1.0,1.0,179.0,7.0,25.834564,-80.120044,2016-02-12 21:26:39.248377
1178,2003954,2062647,Entire home/apt,,,0,,,3.0,,590.0,14.0,25.922287,-80.120896,2016-02-12 15:03:41.194644
1179,2004151,10318370,Entire home/apt,,,2,5.0,2.0,1.0,1.0,225.0,5.0,25.767635,-80.190538,2016-02-12 14:06:55.845672
1180,2011053,637272,Entire home/apt,,,5,3.5,4.0,0.0,1.0,200.0,5.0,25.955337,-80.120474,2016-02-12 16:16:10.803089
1181,2011148,637272,Entire home/apt,,,6,4.5,4.0,0.0,1.0,200.0,4.0,25.954786,-80.118725,2016-02-12 14:05:25.001365
1182,2015669,284544,Entire home/apt,,,4,4.0,,2.0,2.0,699.0,,25.83029,-80.122308,2016-02-12 23:46:22.174320
1183,2016387,284544,Entire home/apt,,,6,5.0,5.0,1.0,1.0,299.0,3.0,25.781681,-80.143143,2016-02-12 16:35:14.905994
1184,2016467,284544,Entire home/apt,,,3,5.0,4.0,0.0,1.0,189.0,3.0,25.781635,-80.143178,2016-02-12 17:30:27.915628
1185,2016657,8036576,Private room,,,30,4.5,3.0,1.0,1.0,72.0,2.0,25.92946,-80.12573,2016-02-13 05:00:46.350814
1186,2019706,5157005,Entire home/apt,,,5,5.0,5.0,1.0,1.0,199.0,8.0,25.786873,-80.143475,2016-02-12 18:10:04.507651
1187,2020310,10385178,Entire home/apt,,,0,,,2.0,2.0,250.0,7.0,25.829861,-80.120473,2016-02-12 21:19:15.391821
1188,2022107,10392619,Entire home/apt,,,37,4.5,,2.0,2.0,249.0,3.0,25.761322,-80.185917,2016-02-12 14:08:44.454438
1189,2022838,8498238,Entire home/apt,,,5,4.5,5.0,1.0,,99.0,3.0,25.953873,-80.122585,2016-02-12 21:33:11.027262
1190,2023231,10397759,Entire home/apt,,,10,4.5,,1.0,,275.0,3.0,25.838629,-80.183211,2016-02-12 23:46:03.366492
1191,2024244,10380573,Entire home/apt,,,34,4.5,,4.0,,120.0,6.0,25.504041,-80.424597,2016-02-12 18:45:49.674102
1192,2025266,1269985,Entire home/apt,,,12,5.0,3.0,1.0,1.0,150.0,3.0,25.76234,-80.191269,2016-02-12 14:25:27.303403
1193,2026046,1397894,Entire home/apt,,,0,,4.0,2.0,2.0,499.0,7.0,25.767371,-80.131757,2016-02-13 03:29:56.796035
1194,2026277,10409132,Entire home/apt,,,19,4.0,,2.0,1.0,109.0,2.0,25.597853,-80.327086,2016-02-13 00:46:25.477482
1195,2028662,10419580,Entire home/apt,,,6,5.0,4.0,1.0,1.0,200.0,3.0,25.78037,-80.142983,2016-02-12 15:52:03.473220
1196,2030616,9419684,Entire home/apt,,,1,5.0,5.0,2.0,2.0,400.0,2.0,25.758191,-80.194148,2016-02-13 00:18:58.400298
1197,2030622,9419684,Entire home/apt,,,0,,3.0,1.0,1.0,325.0,2.0,25.75956,-80.194258,2016-02-13 03:02:15.761241
1198,2032047,9700453,Entire home/apt,,,1,,4.0,1.0,,140.0,,25.790321,-80.186724,2016-02-12 16:46:38.346997
1199,2033854,10439696,Entire home/apt,,,57,5.0,2.0,1.0,1.0,148.0,3.0,25.776,-80.129994,2016-02-12 22:22:48.215176
1200,2036229,10449184,Entire home/apt,,,33,4.5,3.0,0.0,1.0,145.0,1.0,25.787831,-80.133336,2016-02-13 02:39:56.262838
1201,2037328,10449184,Entire home/apt,,,14,4.0,4.0,1.0,1.0,195.0,1.0,25.787901,-80.131926,2016-02-12 16:04:56.296482
1202,2039100,2252443,Entire home/apt,,,56,4.5,,4.0,2.0,499.0,1.0,25.949644,-80.121999,2016-02-12 16:51:09.034895
1203,2039133,284544,Entire home/apt,,,1,4.0,,4.0,4.0,1199.0,,25.781891,-80.141467,2016-02-12 16:25:23.514304
1204,2039954,10464223,Entire home/apt,,,6,5.0,4.0,1.0,,160.0,5.0,25.954651,-80.121576,2016-02-12 18:13:46.871910
1205,2040827,7347448,Entire home/apt,,,0,,4.0,2.0,2.0,160.0,7.0,25.944116,-80.123363,2016-02-13 01:36:51.782273
1206,2041053,2756695,Entire home/apt,,,11,4.0,,3.0,2.0,270.0,3.0,25.777621,-80.130836,2016-02-12 22:56:51.121319
1207,2042194,10449184,Entire home/apt,,,21,4.0,3.0,0.0,1.0,145.0,2.0,25.787674,-80.132766,2016-02-12 16:29:17.853607
1208,2042887,10476372,Entire home/apt,,,3,3.0,3.0,2.0,1.0,245.0,4.0,25.793937,-80.187366,2016-02-12 15:12:31.343319
1209,2046606,10492017,Entire home/apt,,,49,5.0,3.0,0.0,1.0,150.0,2.0,25.780979,-80.141614,2016-02-13 03:26:53.845558
1210,2046622,5723086,Private room,,,52,4.5,2.0,1.0,1.0,44.0,2.0,25.752347,-80.268746,2016-02-12 19:44:58.222407
1211,2049129,4399431,Entire home/apt,,,73,5.0,4.0,1.0,1.0,85.0,3.0,25.774625,-80.213013,2016-02-12 16:58:56.093950
1212,2051486,10513152,Private room,,,36,5.0,2.0,1.0,1.0,50.0,1.0,25.853213,-80.155251,2016-02-13 00:21:21.057053
1213,2053629,7909490,Private room,,,0,,2.0,1.0,1.0,95.0,3.0,25.711894,-80.30079,2016-02-12 17:16:53.205883
1214,2055717,10493412,Private room,,,46,5.0,2.0,1.0,1.0,54.0,1.0,25.817495,-80.355741,2016-02-12 14:08:37.209373
1215,2056009,8498238,Entire home/apt,,,20,4.5,,3.0,,159.0,1.0,25.968142,-80.183405,2016-02-12 17:46:57.442941
1216,2056388,10530706,Private room,,,109,5.0,2.0,1.0,1.0,87.0,1.0,25.699412,-80.402364,2016-02-12 21:12:13.572995
1217,2058656,10540271,Entire home/apt,,,6,4.5,3.0,1.0,1.0,130.0,7.0,25.779689,-80.137088,2016-02-13 04:20:39.789826
1218,2058815,10540271,Entire home/apt,,,4,5.0,4.0,1.0,1.0,190.0,7.0,25.782818,-80.136433,2016-02-12 19:31:10.419948
1219,2059270,10333680,Entire home/apt,,,15,5.0,,2.0,1.0,150.0,4.0,25.77256,-80.136472,2016-02-12 17:49:07.943244
1220,2061048,10449184,Entire home/apt,,,19,4.5,4.0,1.0,2.0,265.0,3.0,25.786958,-80.131548,2016-02-12 17:11:26.959407
1221,2062641,10555793,Private room,,,1,5.0,2.0,1.0,1.0,100.0,1.0,25.858082,-80.135232,2016-02-13 05:03:20.248475
1222,2071956,903106,Entire home/apt,,,27,5.0,3.0,,1.0,225.0,3.0,25.773958,-80.130615,2016-02-13 01:10:42.294166
1223,2071978,8036576,Private room,,,42,4.5,2.0,1.0,1.0,59.0,1.0,25.933168,-80.124681,2016-02-12 15:35:30.883778
1224,2072119,10594269,Entire home/apt,,,11,5.0,2.0,0.0,1.0,125.0,2.0,25.805059,-80.193418,2016-02-13 02:19:34.907479
1225,2074199,10602002,Entire home/apt,,,30,4.5,4.0,2.0,2.0,225.0,1.0,25.828593,-80.122261,2016-02-13 04:29:48.676116
1226,2074548,9648696,Entire home/apt,,,11,4.5,4.0,1.0,1.0,99.0,2.0,25.881844,-80.123258,2016-02-12 19:02:55.170538
1227,2075971,4606619,Entire home/apt,,,3,4.5,,3.0,2.0,129.0,7.0,25.749186,-80.247026,2016-02-13 01:03:08.711765
1228,2078652,10333680,Entire home/apt,,,4,5.0,4.0,2.0,2.0,225.0,5.0,25.774355,-80.132732,2016-02-12 19:59:03.813305
1229,2081753,6882805,Private room,,,25,4.5,2.0,1.0,1.0,135.0,1.0,25.883944,-80.132534,2016-02-12 18:30:31.098679
1230,2083793,4606619,Entire home/apt,,,4,4.5,4.0,2.0,2.0,119.0,3.0,25.747986,-80.246317,2016-02-12 18:09:16.834281
1231,2083883,6333251,Entire home/apt,,,99,5.0,3.0,0.0,1.0,80.0,1.0,25.78565,-80.133387,2016-02-12 15:34:57.187802
1232,2089269,3142063,Entire home/apt,,,20,5.0,4.0,1.0,,380.0,2.0,25.797299,-80.129282,2016-02-12 18:03:51.205784
1233,2092420,10677087,Entire home/apt,,,16,4.5,2.0,0.0,1.0,85.0,3.0,25.851243,-80.177457,2016-02-13 01:21:38.591002
1234,2093588,1918890,Entire home/apt,,,21,4.5,4.0,1.0,1.0,199.0,3.0,25.78327,-80.133622,2016-02-12 21:14:36.331572
1235,2093880,10418778,Private room,,,3,5.0,2.0,1.0,1.0,190.0,1.0,25.849389,-80.121575,2016-02-13 00:27:44.904552
1236,2093907,691894,Entire home/apt,,,23,4.5,4.0,0.0,1.0,125.0,3.0,25.951635,-80.120326,2016-02-13 01:15:21.178872
1237,2097872,7131357,Entire home/apt,,,3,4.0,5.0,0.0,1.0,149.0,1.0,25.783155,-80.142413,2016-02-13 01:36:05.886181
1238,2097919,9246343,Entire home/apt,,,36,5.0,4.0,1.0,1.0,109.0,3.0,25.726966,-80.242567,2016-02-12 23:29:24.252722
1239,2098299,691894,Entire home/apt,,,20,4.5,2.0,0.0,1.0,140.0,2.0,25.943109,-80.120032,2016-02-13 02:39:21.343904
1240,2098339,691894,Entire home/apt,,,13,4.5,4.0,0.0,1.0,160.0,2.0,25.942617,-80.120606,2016-02-13 02:12:45.713293
1241,2098352,691894,Entire home/apt,,,12,5.0,4.0,1.0,1.0,190.0,2.0,25.942737,-80.120564,2016-02-12 19:14:37.404862
1242,2098360,691894,Entire home/apt,,,14,4.5,,2.0,2.0,275.0,2.0,25.942774,-80.121905,2016-02-12 18:30:55.399840
1243,2098438,1269811,Entire home/apt,,,7,4.5,,3.0,2.0,199.0,3.0,25.741341,-80.24727,2016-02-13 00:28:28.500015
1244,2099955,1026487,Entire home/apt,,,23,4.5,4.0,2.0,,249.0,7.0,25.777576,-80.135215,2016-02-12 18:29:42.919278
1245,2100126,10320649,Entire home/apt,,,2,4.5,4.0,1.0,1.0,179.0,3.0,25.77753,-80.135885,2016-02-12 18:11:38.201031
1246,2100494,9188042,Entire home/apt,,,0,,,2.0,2.0,399.0,7.0,25.769413,-80.190084,2016-02-12 18:35:47.025494
1247,2101059,284544,Entire home/apt,,,6,4.5,,2.0,2.0,499.0,,25.777776,-80.130511,2016-02-12 22:29:57.837037
1248,2102676,8415572,Entire home/apt,,,34,4.5,3.0,1.0,1.0,99.0,6.0,25.778916,-80.132958,2016-02-12 21:48:03.411675
1249,2103395,10725112,Entire home/apt,,,152,4.0,4.0,0.0,1.0,89.0,1.0,25.858486,-80.12353,2016-02-12 14:45:32.370090
1250,2104616,2152305,Entire home/apt,,,1,5.0,4.0,1.0,,610.0,3.0,25.797626,-80.12718,2016-02-12 16:46:52.624321
1251,2105047,10681860,Private room,,,17,4.5,2.0,1.0,1.0,75.0,2.0,25.723924,-80.249356,2016-02-13 01:00:43.377769
1252,2112129,10768751,Entire home/apt,,,4,5.0,5.0,2.0,2.0,130.0,3.0,25.930108,-80.126473,2016-02-13 03:39:59.400604
1253,2112178,10768880,Private room,,,51,4.5,2.0,1.0,1.0,67.0,1.0,25.737476,-80.24535,2016-02-12 16:58:13.077086
1254,2112206,10768751,Entire home/apt,,,9,5.0,5.0,2.0,2.0,130.0,3.0,25.930396,-80.125749,2016-02-12 22:04:57.192825
